HSG*> up
Reader: Study Reader 1   Site: RD1
--------- Upload #5, 261 records ---------
DTY	ARR	TRF	DUR	TTY	TAG	SCD	NCD	EFA	TCH	ANT	EMP	TSS	SPV	NOI	CLS
S	2021-08-12 13:33:35.200	G	00:00:00.800	R	0000_0000000168273013	RD1	9	0.8	HDX	A1	18	452/453	1345.5	323	 E 
S	2021-08-12 13:33:43.400	G	00:00:09.000	A	900_230000009506	RD1	91	0.8	HDX	A1	73	453/666	1351.5	336	 C 
S	2021-08-12 13:33:54.800	G	00:00:01.200	A	900_230000009506	RD1	13	0.8	HDX	A1	23	457/473	1348.5	339	 C 
S	2021-08-12 13:33:57.700	G	00:00:00.300	A	900_230000009506	RD1	4	0.8	HDX	A1	16	487/557	1348.0	385	 C 
S	2021-08-12 13:34:24.800	G	00:00:01.000	A	900_230000009506	RD1	11	0.8	HDX	A1	267	485/555	1345.0	385	 C 
S	2021-08-12 13:34:34.500	G	00:00:03.600	A	900_226000584318	RD1	37	0.8	HDX	A1	86	474/554	1341.5	344	 A 
S	2021-08-12 13:34:41.700	G	00:00:00.100	A	900_226000584318	RD1	2	0.7	HDX	A1	35	470/473	1341.5	359	 A 
S	2021-08-12 13:34:45.900	G	00:00:00.600	A	900_226000584318	RD1	7	0.8	HDX	A1	40	465/518	1340.0	357	 A 
S	2021-08-12 13:34:57.000	G	00:00:05.300	R	0000_0000000168273013	RD1	54	0.8	HDX	A1	104	453/678	1342.5	343	 E 
S	2021-08-12 13:35:07.700	G	00:00:01.900	R	0000_0000000168273013	RD1	20	0.8	HDX	A1	53	458/467	1342.0	344	 E 
S	2021-08-12 13:35:18.700	G	00:00:03.800	A	900_230000009506	RD1	39	0.8	HDX	A1	90	445/676	1340.0	337	 C 
S	2021-08-12 13:35:24.900	G	00:00:00.700	A	900_230000009506	RD1	8	0.8	HDX	A1	23	470/488	1340.5	344	 C 
S	2021-08-12 13:35:28.200	G	00:00:02.300	A	900_230000009506	RD1	24	0.9	HDX	A1	25	465/499	1342.5	348	 C 
S	2021-08-12 13:35:34.100	G	00:00:00.000	A	900_230000009506	RD1	1	0.8	HDX	A1	35	460/460	1342.0	348	 C 
S	2021-08-12 13:35:36.800	G	00:00:00.300	A	900_230000009506	RD1	4	0.8	HDX	A1	26	445/456	1341.5	337	 C 
S	2021-08-12 13:35:39.000	G	00:00:00.000	A	900_230000009506	RD1	1	0.8	HDX	A1	18	460/460	1343.0	337	 C 
S	2021-08-12 13:36:09.800	G	00:00:00.400	A	900_226000584318	RD1	5	0.8	HDX	A1	307	489/510	1339.0	358	 A 
S	2021-08-12 13:36:11.700	G	00:00:05.700	A	900_226000584318	RD1	58	0.8	HDX	A1	14	444/525	1337.5	336	 A 
S	2021-08-12 13:36:28.100	G	00:00:02.500	R	0000_0000000168273013	RD1	26	0.8	HDX	A1	106	453/648	1341.5	347	 E 
S	2021-08-12 13:36:32.400	G	00:00:01.900	R	0000_0000000168273013	RD1	20	0.9	HDX	A1	17	451/459	1341.5	342	 E 
S	2021-08-12 13:36:43.900	G	00:00:02.500	A	900_230000009506	RD1	26	0.8	HDX	A1	95	474/637	1342.0	360	 C 
S	2021-08-12 13:36:49.300	G	00:00:06.500	A	900_230000009506	RD1	66	0.8	HDX	A1	28	453/480	1343.5	340	 C 
S	2021-08-12 13:36:59.400	G	00:00:00.100	A	900_230000009506	RD1	2	0.8	HDX	A1	35	478/484	1338.0	353	 C 
S	2021-08-12 13:37:10.500	G	00:00:00.300	A	900_230000009506	RD1	4	0.8	HDX	A1	109	477/517	1338.0	365	 C 
S	2021-08-12 13:37:27.900	G	00:00:03.500	A	900_226000584318	RD1	36	0.8	HDX	A1	170	465/556	1339.5	342	 A 
S	2021-08-12 13:37:33.700	G	00:00:00.000	A	900_226000584318	RD1	1	0.8	HDX	A1	22	466/466	1342.5	337	 A 
